taxid,date,name
915053,10/28/2022,FTS - ANNUAL CEW RECERTIFICATION
915053,10/13/2022,COUNTER TERRORISM LAW ENFORCEMENT PREVENTION AND DETERRENCE OF TERRORIST ATTACKS
915053,10/7/2022,PROCESSING CIVILIAN COMPLAINTS
915053,10/5/2022,BELT-WORN TRAUMA KIT REFRESHER TRAINING VIDEO-2022
915053,8/29/2022,NYPD JOUVERT  WEST INDIAN DAY
915053,7/18/2022,2022 EQUAL EMPLOYMENT OPPORTUNITY TRAINING-SEXUAL HARASSMENT AWARENESS AND PREVENTION
915053,7/18/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 6"
915053,6/17/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 1: CONTROLLING THE STOP
915053,6/17/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 2: PROHIBITED MANEUVERS
915053,6/17/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 3: THE UNKNOWN RISK STOP
915053,6/17/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 4: THE HIGH-RISK STOP
915053,6/2/2022,BEST PRACTICES IN STRUCTURED INTERVIEWING
915053,6/1/2022,NATIONAL INCIDENT-BASED REPORTING SYSTEM (NIBRS) UPDATES TO THE OMNIFORM COMPLAINT SYSTEMV
915053,5/25/2022,PROHIBITED METHODS OF RESTRAINT
915053,5/11/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 5"
915053,3/3/2022,ACTIVE BYSTANDERSHIP FOR LAW ENFORCEMENT (ABLE): ONE DAY COURSE
915053,2/25/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 4"
915053,2/21/2022,CLT-EPERMIT SYSTEM
915053,2/16/2022,ARRESTS - RELIGIOUS HEAD COVERING GUIDELINES (PG 208-83)
915053,1/19/2022,BODY-WORN CAMERA REVIEW PART TWO
915053,1/19/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 3"
915053,1/11/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 2"
915053,1/10/2022,LOCAL LAW 45 OF 2021-TRAFFIC ENCOUNTERS
915053,12/14/2021,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 1"
915053,12/3/2021,IDENTIFYING THE IMPAIRED DRIVER
915053,9/21/2021,BODY-WORN CAMERA REVIEW PART ONE
915053,9/21/2021,INFORMATION SECURITY AWARENESS TRAINING 2021
915053,9/21/2021,OPIOID OVERDOSE RECOGNITION AND NARCAN ADMINISTRATION -2021
915053,9/10/2021,MAYOR EXECUTIVE ORDER 78 VACCINATION - TESTING COMPLIANCE POLICY
915053,8/3/2021,OVERVIEW OF THE NEW DISCOVERY LAWS 2021 REFRESHER
915053,7/20/2021,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - SEXUAL HARASSMENT AWARENESS AND PREVENTION 2021
915053,5/13/2021,PATROL GUIDE 215-17 POLICE ACTIONS RELATED QUESTIONING ARRESTS AND INVESTIGATIONS AT A NYC DEPARTMEN
915053,4/1/2021,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - LGBTQIA+ DIVERSITY AND INCLUSION / EXECUTIVE ORDER 16 OF 201
915053,3/9/2021,CUSTOMER SERVICE PROGRAM: HOW DID WE DO
915053,3/8/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 1, INTRODUCTION TO PRECINCT GREETER PROGRAM"
915053,3/4/2021,DESK APPEARANCE TICKETS: THE NEW LAW AND THE NEW GUIDELINES FOR PROCESSING DAT'S - 2021 REFRESHER
915053,1/21/2021,COVID VACCINE DISTRIBUTION AND EDUCATION
915053,12/1/2020,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - LEAVE TO EXPRESS BREAST MILK
915053,11/16/2020,FTS - ANNUAL CEW RECERTIFICATION
915053,10/8/2020,BALLISTIC VEST DISTRIBUTION PROGRAM
915053,7/14/2020,FTS - BALLISTIC VEST REPLACEMENT - MEASUREMENT - PRE AUG 2020
915053,6/30/2020,"EQUAL EMPLOYMENT OPPORTUNITY TRAINING - SEXUAL HARASSMENT, AWARENESS AND PREVENTION"
915053,6/30/2020,NEW LAWS AFFECTING POLICE OFFICERS’ CRIMINAL AND CIVIL LIABILITY
915053,6/30/2020,VICTIM BLAMING AND RELEASE OF INFORMATION TO THE MEDIA
915053,6/19/2020,HEALTH AND WELLNESS SECTION - MODULE 12 - IN THAT DARK PLACE - AN OFFICER'S JOURNEY
915053,5/29/2020,HEALTH AND WELLNESS SECTION - MODULE 7 - LEADING WITH COMPASSION
915053,5/29/2020,"HEALTH AND WELLNESS SECTION - MODULE 8 - WARNING SIGNS, SUPPORT AND OUTREACH"
915053,5/29/2020,HEALTH AND WELLNESS SECTION - MODULE 9 - MANAGING STRESS ON THE JOB
915053,5/27/2020,COVID-19: PREPAREDNESS YOUR FAMILY AND HOME
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 1 - PSYCHOLOGICAL HEALTH AND WELLNESS
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 10 - SEEKING AND RECEIVING MENTAL HEALTH SUPPORT
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 11 - HEALTH AND RESILIENCY
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 2 - JOB COUNSELING AND STRESS
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 3 - WARNING SIGNS
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 4 - CUMULATIVE TRAUMA
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 5 - GAINING PERSPECTIVE
915053,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 6 - COPING WITH SIGNS OF ANXIETY DEPRESSION
915053,5/18/2020,SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM -DANGERS OF THE PLATFORM EDGE
915053,5/11/2020,COVID-19: PREPAREDENESS
915053,5/11/2020,COVID-19: PROTECTIVE MASKS
915053,3/9/2020,FTS - TACTICAL TRAINING CENTER 047 PCT - SESSION 2
915053,2/18/2020,CRIMINAL JUSTICE BUREAU - GIGLIO MATERIAL DISCLOSURES UNDER THE NEW DISCOVERY LAWS
915053,2/18/2020,UTILIZING BALLISTIC PROTECTION IN DEPARTMENT VEHICLES (4:09)
915053,1/22/2020,CROSSFIRE MITIGATION DURING CLOSE COMBAT INCIDENTS - PART 2
915053,12/17/2019,ACTIVITY LOG FOR IPHONE
915053,12/6/2019,CROSSFIRE MITIGATION DURING CLOSE COMBAT INCIDENTS
915053,12/6/2019,RESPONDING TO COMMERCIAL ROBBERIES PART LL - MODULE 1 AND MODULE 2
915053,11/26/2019,CJB - DESK APPEARANCE TICKETS: THE NEW LAWS AND GUIDELINES FOR PROCESSING DATS
915053,11/26/2019,CJB - OVERVIEW OF THE NEW DISCOVERY LAWS
915053,11/21/2019,DISCHARGING YOUR FIREARM AT A MOVING THREAT
915053,11/11/2019,FORCE POLICY UPDATE VIDEO
915053,10/23/2019,CLT-PROCEDURAL OPERATIONS
915053,10/11/2019,CRIMINAL JUSTICE BUREAU - DNA TRAINING VIDEO
915053,10/2/2019,CRITICAL DECISION MAKING MODEL
915053,10/2/2019,MARIJUANA POLICY UPDATE
915053,9/9/2019,SHIELD OF RESILIENCE TRAINING COURSE
915053,9/5/2019,DOMESTIC VIOLENCE EDUCATION AND COUNSELING
915053,8/16/2019,CRITICAL INCIDENT TACTICS - RESPONDING TO COMMERCIAL ROBBERIES (EXTENDED VERSION)
915053,8/16/2019,RESPONDING TO COMMERCIAL ROBBERIES
915053,7/3/2019,TRANSIT BUREAU - SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM
915053,7/3/2019,TRANSIT BUREAU - SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM - PART 2
915053,7/3/2019,TRANSIT BUREAU - TIMELY RESUMPTION OF SERVICE IN NYC TRANSIT
915053,6/28/2019,COMMAND LEVEL TRAINING
915053,6/25/2019,RESPONDING TO PEOPLE IN CRISIS – MODULE 4: USING DEPARTMENT MOBILE DIGITAL DEVICES
915053,6/10/2019,WORLDPRIDE NYC 2019
915053,6/6/2019,DYNAMICS 311 - THE NEW 311
915053,5/28/2019,COLLABORATIVE POLICING - MEDIATION REFERRAL PROGRAM FOR NON-CRIMINAL COMPLAINTS
915053,5/28/2019,COLLABORATIVE POLICING - THE DEAF AND HARD OF HEARING COMMUNITY
915053,5/7/2019,LEGAL BUREAU - PERJURY TRAINING MODULE
915053,4/25/2019,FACILITIES MANAGEMENT DIVISION - MUNICIPAL SEPERATE STORM SEWER SYSTEM (MS4)
915053,4/23/2019,RESPONDING TO PEOPLE IN CRISIS - MODULES 2 AND 3: ACTIVE LISTENING PARTS 1 AND 2
915053,3/29/2019,SAFEGUARDING PRISONERS - OFFICER SAFETY GUIDELINES
915053,3/14/2019,CLT-PROCEDURAL OPERATIONS
915053,3/12/2019,COLLABORATIVE POLICING - ELDER ABUSE
915053,2/14/2019,"SUPPORT SERVICES DIVISION - CLASS ""C"" OPERATOR"
915053,2/5/2019,PATROL DOOR BAG - ROPE AND WEDGE INTRODUCTION
915053,2/4/2019,PATROL DOOR BAG - ROPE AND WEDGE INTRODUCTION
