taxid,full_name,first_name,last_name,middle_initial,rank,shield_no,appt_date,recognition_count,arrest_count,command,ethnicity,assignment_date,arrests_infraction,arrests_misdemeanor,arrests_felony,arrests_violation,arrests_other
956732,"HERNANDEZ, JOHAN M",JOHAN,HERNANDEZ,M,POLICE OFFICER,10107,7/9/2014,0,115,HIGHWAY UNIT 1,HISPANIC,7/16/2021,3,91,19,2,
952844,"HERNANDEZ, JOHN S",JOHN,HERNANDEZ,S,POLICE OFFICER,22889,7/11/2012,1,97,042 PRECINCT,HISPANIC,11/4/2013,1,82,14,,
936755,"HERNANDEZ, JONATHAN",JONATHAN,HERNANDEZ,,LIEUTENANT,,1/10/2005,14,66,UNIFORMED PROMOTIONS TRN UNIT,HISPANIC,10/30/2025,,51,,15,
953962,"HERNANDEZ, JONATHAN J",JONATHAN,HERNANDEZ,J,POLICE OFFICER,29867,1/9/2013,2,38,HOUSING PSA 2,HISPANIC,7/29/2021,1,18,14,5,
963883,"HERNANDEZ, JONATHAN L",JONATHAN,HERNANDEZ,L,POLICE OFFICER,26164,7/5/2017,4,141,094 PRECINCT,HISPANIC,1/9/2019,,42,99,,
983301,"HERNANDEZ, JONATHAN S",JONATHAN,HERNANDEZ,S,POLICE OFFICER,,8/20/2025,0,0,RTS RECRUITS,HISPANIC,8/20/2025,,,,,
936756,"HERNANDEZ, JOSE A",JOSE,HERNANDEZ,A,SERGEANT,4180,1/10/2005,8,247,048 PRECINCT,HISPANIC,12/23/2024,1,187,25,32,2
941899,"HERNANDEZ, JOSE U",JOSE,HERNANDEZ,U,POLICE OFFICER,8396,7/10/2006,0,132,STRATEGIC RESP GRP 2 BRONX,HISPANIC,11/10/2015,,111,21,,
954933,"HERNANDEZ, JOSE A",JOSE,HERNANDEZ,A,LIEUTENANT,,7/9/2013,0,60,028 PRECINCT,HISPANIC,10/29/2025,2,47,5,6,
964554,"HERNANDEZ, JOSE M",JOSE,HERNANDEZ,M,POLICE OFFICER,10700,10/18/2017,2,71,TRANSIT DISTRICT 12,HISPANIC,12/6/2018,,58,11,2,
965183,"HERNANDEZ, JOSE D",JOSE,HERNANDEZ,D,POLICE OFFICER,19507,1/10/2018,1,155,044 PRECINCT,HISPANIC,7/1/2021,,106,49,,
979929,"HERNANDEZ, JOSE",JOSE,HERNANDEZ,,POLICE OFFICER,1007,7/3/2024,0,12,019 PRECINCT,HISPANIC,6/6/2025,,8,3,1,
974182,"HERNANDEZ, JOSELITO",JOSELITO,HERNANDEZ,,POLICE OFFICER,11536,4/13/2022,0,4,TRANSIT DISTRICT 2,HISPANIC,12/26/2022,,4,,,
973463,"HERNANDEZ, JOSEPH J",JOSEPH,HERNANDEZ,J,POLICE OFFICER,18762,12/29/2021,0,105,048 PRECINCT,HISPANIC,12/21/2022,,76,29,,
975533,"HERNANDEZ, JOSHUA J",JOSHUA,HERNANDEZ,J,POLICE OFFICER,16250,10/19/2022,1,57,040 PRECINCT,HISPANIC,4/25/2023,,37,20,,
976708,"HERNANDEZ, JOSHUA J",JOSHUA,HERNANDEZ,J,POLICE OFFICER,26885,4/26/2023,0,41,050 PRECINCT,HISPANIC,10/31/2023,,28,13,,
977547,"HERNANDEZ, JOSHUA E",JOSHUA,HERNANDEZ,E,POLICE OFFICER,23963,7/19/2023,0,21,QUARTERMASTER SECTION,HISPANIC,1/30/2025,,12,9,,
935016,"HERNANDEZ, JUAN C",JUAN,HERNANDEZ,C,POLICE OFFICER,14023,7/1/2004,1,114,NARC BORO BRONX,HISPANIC,11/25/2024,,84,22,8,
949100,"HERNANDEZ, JUAN J",JUAN,HERNANDEZ,J,LIEUTENANT,,7/6/2010,8,99,DEP COMM PUBLIC INFORMATION,HISPANIC,10/3/2025,,86,3,10,
953963,"HERNANDEZ, JUAN M",JUAN,HERNANDEZ,M,SERGEANT,2028,1/9/2013,29,297,TRANSIT DISTRICT 4,HISPANIC,3/10/2022,,184,71,42,
959692,"HERNANDEZ, JUAN F",JUAN,HERNANDEZ,F,POLICE OFFICER,16068,10/7/2015,9,188,TB CITYWIDE VANDALS TASK FORCE,HISPANIC,3/24/2021,,183,4,1,
938662,"HERNANDEZ, JULIO C",JULIO,HERNANDEZ,C,DETECTIVE 3RD GRADE,559,7/11/2005,3,383,109TH DET SQUAD,HISPANIC,4/8/2016,2,180,194,7,
963568,"HERNANDEZ, JUSTIN A",JUSTIN,HERNANDEZ,A,POLICE OFFICER,2616,4/12/2017,0,316,043 PRECINCT,HISPANIC,5/2/2018,,254,61,1,
964053,"HERNANDEZ, JUSTIN",JUSTIN,HERNANDEZ,,POLICE OFFICER,23966,7/5/2017,7,195,INTERNAL AFFAIRS BUREAU,HISPANIC,2/25/2025,,143,51,1,
968485,"HERNANDEZ, KATHERINE",KATHERINE,HERNANDEZ,,POLICE OFFICER,26797,10/7/2019,1,42,077 PRECINCT,HISPANIC,3/10/2021,,35,4,3,
968486,"HERNANDEZ, KEILLY",KEILLY,HERNANDEZ,,POLICE OFFICER,6727,10/7/2019,0,125,041 PRECINCT,HISPANIC,3/10/2021,,78,46,1,
966620,"HERNANDEZ, KEVIN",KEVIN,HERNANDEZ,,POLICE OFFICER,7459,10/24/2018,2,45,077 PRECINCT,HISPANIC,11/25/2019,,21,24,,
978542,"HERNANDEZ, KYAN K",KYAN,HERNANDEZ,K,POLICE OFFICER,24318,1/3/2024,0,2,041 PRECINCT,HISPANIC,7/16/2024,,1,1,,
964054,"HERNANDEZ, LARAINE",LARAINE,HERNANDEZ,,POLICE OFFICER,18201,7/5/2017,0,49,048 DOMESTIC VIOLENCE SQUAD,HISPANIC,10/20/2025,,36,13,,
953102,"HERNANDEZ, LAUREN M",LAUREN,HERNANDEZ,M,POLICE OFFICER,12431,7/11/2012,3,118,COD INVESTIGATION REVIEW SECTION,WHITE,2/15/2021,4,89,12,13,
960665,"HERNANDEZ, LEAH",LEAH,HERNANDEZ,,POLICE OFFICER,15598,1/6/2016,5,34,HOUSING PSA 1,HISPANIC,2/14/2017,,24,8,2,
983302,"HERNANDEZ, LITZY Y",LITZY,HERNANDEZ,Y,POLICE OFFICER,,8/20/2025,0,0,RTS RECRUITS,HISPANIC,8/20/2025,,,,,
972691,"HERNANDEZ, LUIS R",LUIS,HERNANDEZ,R,POLICE OFFICER,6415,10/12/2021,0,25,TRANSIT DISTRICT 33,HISPANIC,11/20/2023,,18,5,2,
977548,"HERNANDEZ, LUIS A",LUIS,HERNANDEZ,A,POLICE OFFICER,21640,7/19/2023,7,43,049 DOMESTIC VIOLENCE SQUAD,HISPANIC,10/20/2025,,28,15,,
979930,"HERNANDEZ, MARIO I",MARIO,HERNANDEZ,I,POLICE OFFICER,13054,7/3/2024,0,13,HOUSING PSA 7,HISPANIC,9/2/2025,,11,2,,
928475,"HERNANDEZ, MARLENE",MARLENE,HERNANDEZ,,CAPTAIN,,7/2/2001,0,27,DET BORO MANHATTAN SOUTH,HISPANIC,10/23/2025,,18,9,,
969119,"HERNANDEZ, MARLEY M",MARLEY,HERNANDEZ,M,POLICE OFFICER,26492,1/6/2020,0,56,PBQN CITI FIELD DETAIL,HISPANIC,5/11/2023,,46,10,,
971995,"HERNANDEZ, MATTHEW",MATTHEW,HERNANDEZ,,POLICE OFFICER,27330,7/7/2021,0,47,007 PRECINCT,HISPANIC,12/30/2021,,35,12,,
970597,"HERNANDEZ, MAURICIO",MAURICIO,HERNANDEZ,,POLICE OFFICER,11373,12/29/2020,0,76,042 PRECINCT,HISPANIC,7/1/2021,,42,34,,
978543,"HERNANDEZ, MERLYNE R",MERLYNE,HERNANDEZ,R,POLICE OFFICER,19079,1/3/2024,0,29,019 PRECINCT,HISPANIC,7/16/2024,,21,8,,
947078,"HERNANDEZ, MICHAEL",MICHAEL,HERNANDEZ,,DETECTIVE SPECIALIST,3113,7/8/2008,2,953,TB METROCARD TASK FORCE,HISPANIC,4/15/2024,,514,326,113,
966621,"HERNANDEZ, MICHAEL A",MICHAEL,HERNANDEZ,A,POLICE OFFICER,3966,10/24/2018,6,99,TRANSIT DISTRICT 3,HISPANIC,6/26/2020,,76,21,1,1
967106,"HERNANDEZ, MICHAEL A",MICHAEL,HERNANDEZ,A,POLICE OFFICER,23917,1/3/2019,0,31,019 PRECINCT,HISPANIC,11/4/2024,,21,10,,
983303,"HERNANDEZ, MICHAEL A",MICHAEL,HERNANDEZ,A,POLICE OFFICER,,8/20/2025,0,0,RTS RECRUITS,HISPANIC,8/20/2025,,,,,
971474,"HERNANDEZ, MOISES W",MOISES,HERNANDEZ,W,POLICE OFFICER,13489,4/28/2021,1,5,MILITARY & EXTENDED LEAVE DESK,HISPANIC,2/19/2025,,4,1,,
981387,"HERNANDEZ, NATHALY C",NATHALY,HERNANDEZ,C,POLICE OFFICER,6752,1/29/2025,0,1,034 PCT FIELD TRAINING UNIT,HISPANIC,8/7/2025,,,1,,
967920,"HERNANDEZ, NAYELY",NAYELY,HERNANDEZ,,POLICE OFFICER,14524,7/1/2019,3,18,TRANSIT DISTRICT 1,HISPANIC,8/12/2020,,16,1,1,
954934,"HERNANDEZ, NELSON V",NELSON,HERNANDEZ,V,POLICE OFFICER,2220,7/9/2013,1,21,HOUSING PSA 3,HISPANIC,1/28/2016,,12,3,6,
949101,"HERNANDEZ, NICHOLAS J",NICHOLAS,HERNANDEZ,J,POLICE OFFICER,11071,7/6/2010,0,9,WORLD TRADE CENTER COMMAND,HISPANIC,7/21/2011,,5,,4,
968487,"HERNANDEZ, NICHOLAS G",NICHOLAS,HERNANDEZ,G,POLICE OFFICER,8647,10/7/2019,0,18,094 PRECINCT,HISPANIC,1/18/2024,1,11,6,,
977180,"HERNANDEZ, NICHOLAS R",NICHOLAS,HERNANDEZ,R,POLICE OFFICER,29809,7/5/2023,0,45,034 PRECINCT,HISPANIC,1/1/2024,,36,9,,
958693,"HERNANDEZ, NIVEZ A",NIVEZ,HERNANDEZ,A,POLICE OFFICER,19129,7/8/2015,14,239,TRANSIT DISTRICT 32,HISPANIC,9/5/2024,,179,28,32,
967545,"HERNANDEZ, OSCAR S",OSCAR,HERNANDEZ,S,POLICE OFFICER,6231,4/15/2019,3,117,048 PRECINCT,HISPANIC,10/14/2020,,76,38,3,
949102,"HERNANDEZ, OSVALDO A",OSVALDO,HERNANDEZ,A,SERGEANT,4768,7/6/2010,5,138,020 DET SQUAD,HISPANIC,4/9/2025,,113,18,7,
