taxid,date,name
954459,8/4/2023,2023 SUMMER ALL-OUT BODY WORN CAMERA TRAINING
954459,8/4/2023,ESPER POLICY LIBRARY
954459,8/4/2023,UNMANNED AIRCRAFT PERMIT: DRONES FOR PUBLIC USE
954459,7/25/2023,2023 EQUAL EMPLOYMENT OPPORTUNITY TRAINING-SEXUAL HARASSMENT AWARENESS AND PREVENTION
954459,6/13/2023,2023 LANGUAGE MATTERS - FOSTERING A POSITIVE WORK ENVIRONMENT
954459,4/7/2023,INVESTIGATIVE ENCOUNTERS 2023: MODULE 3 SQF LEVEL 2
954459,2/28/2023,INVESTIGATIVE ENCOUNTERS 2023: MODULE 2 SQF LEVEL 1
954459,2/28/2023,RAISING THE LOWER AGE OF JUVENILE DELINQUENCY
954459,2/25/2023,INVESTIGATIVE ENCOUNTERS 2023 - MODULE 1 INTRODUCTION TO SQF
954459,2/25/2023,NYPD-U VOLUNTARY - INVOLUNTARY TRANSPORTS
954459,2/22/2023,INFORMATION SECURITY CRIMINAL JUSTICE TRAINING 2023
954459,12/28/2022,SERGEANTS DEVELOPMENT COURSE
954459,11/30/2022,LGBTQIA PLUS AWARENESS
954459,11/30/2022,VIDEO 1 - PATROLLING THE NYC SUBWAY SYSTEM 2022
954459,11/30/2022,VIDEO 2 -TACTICAL CONSIDERATIONS FOR TRANSIT PATROL 2022 (PART 1)
954459,11/30/2022,VIDEO 3 - TACTICAL CONSIDERATIONS FOR TRANSIT PATROL 2022 (PART 2)
954459,11/30/2022,VIDEO 4 - PLATFORM SAFETY 2022
954459,10/11/2022,BELT-WORN TRAUMA KIT REFRESHER TRAINING VIDEO-2022
954459,10/11/2022,PROCESSING CIVILIAN COMPLAINTS
954459,10/11/2022,THE EMPLOYEE ASSISTANCE UNIT (EAU) IS HERE FOR YOU
954459,9/1/2022,NYPD JOUVERT  WEST INDIAN DAY
954459,7/26/2022,"AXON BODY-WORN CAMERA TRAINING - CAMERA OPERATION, AXON VIEW AND EVIDENCE.COM (REQUIRED FOR LE4 COMM"
954459,7/26/2022,ILLEGAL EVICTIONS
954459,7/26/2022,INVESTIGATIVE ENCOUNTERS-VIDEO #1 REQUEST FOR INFO-UNIT TRAINING FEB 2016
954459,7/26/2022,INVESTIGATIVE ENCOUNTERS-VIDEO #2 COMMON LAW RIGHT OF INQUIRY-UNIT TRAINING MAY 2016
954459,7/26/2022,INVESTIGATIVE ENCOUNTERS-VIDEO #4 DOCUMENTATION AND SUPERVISION-UNIT TRAINING JULY 2016
954459,7/26/2022,PUBLIC CONTACT AND CONSENT TO SEARCH (RIGHT TO KNOW) - UNIT TRAINING AUGUST 2016
954459,7/26/2022,WORLDPRIDE NYC 2019
954459,7/14/2022,CONVICTED OFFENDER DNA DATABANK SPECIMEN COLLECTION KIT
954459,7/13/2022,"INTEGRATING COMMUNICATION, ASSESSMENT, AND TACTICS (ICAT) MODULE 7"
954459,7/13/2022,VEHICLE SEIZURE FORM
954459,7/5/2022,2022 EQUAL EMPLOYMENT OPPORTUNITY TRAINING-SEXUAL HARASSMENT AWARENESS AND PREVENTION
954459,7/5/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 3: THE UNKNOWN RISK STOP
954459,7/5/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 4: THE HIGH-RISK STOP
954459,6/30/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 1: CONTROLLING THE STOP
954459,6/30/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 2: PROHIBITED MANEUVERS
954459,6/28/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 6"
954459,6/28/2022,NATIONAL INCIDENT-BASED REPORTING SYSTEM (NIBRS) UPDATES TO THE OMNIFORM COMPLAINT SYSTEMV
954459,6/9/2022,BEST PRACTICES IN STRUCTURED INTERVIEWING
954459,6/9/2022,PROHIBITED METHODS OF RESTRAINT
954459,5/13/2022,FTS - CEW END USER CERTIFICATION
954459,5/10/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 5"
954459,1/12/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 3"
954459,1/6/2022,BODY-WORN CAMERA REVIEW PART ONE
954459,1/6/2022,BODY-WORN CAMERA REVIEW PART TWO
954459,1/6/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 2"
954459,1/6/2022,OVERVIEW OF THE NEW DISCOVERY LAWS 2021 REFRESHER
954459,1/5/2022,ARRESTS - RELIGIOUS HEAD COVERING GUIDELINES (PG 208-83)
954459,1/5/2022,IDENTIFYING THE IMPAIRED DRIVER
954459,1/5/2022,LOCAL LAW 45 OF 2021-TRAFFIC ENCOUNTERS
954459,11/18/2021,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 1"
954459,11/2/2021,INTERNAL INVESTIGATORS COURSE
954459,9/30/2021,CITYTIME TRAINING FOR SUPERVISORS
954459,9/15/2021,INFORMATION SECURITY AWARENESS TRAINING 2021
954459,9/15/2021,MAYOR EXECUTIVE ORDER 78 VACCINATION - TESTING COMPLIANCE POLICY
954459,9/15/2021,OPIOID OVERDOSE RECOGNITION AND NARCAN ADMINISTRATION -2021
954459,7/13/2021,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - SEXUAL HARASSMENT AWARENESS AND PREVENTION 2021
954459,7/1/2021,ACTIVE BYSTANDERSHIP FOR LAW ENFORCEMENT (ABLE): ONE DAY COURSE
954459,6/30/2021,FTS - ANNUAL CEW RECERTIFICATION
954459,5/25/2021,PATROL GUIDE 215-17 POLICE ACTIONS RELATED QUESTIONING ARRESTS AND INVESTIGATIONS AT A NYC DEPARTMEN
954459,4/30/2021,EMPLOYEE ASSISTANCE UNIT-2021
954459,4/2/2021,DESK APPEARANCE TICKETS: THE NEW LAW AND THE NEW GUIDELINES FOR PROCESSING DAT'S - 2021 REFRESHER
954459,4/2/2021,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - LGBTQIA+ DIVERSITY AND INCLUSION / EXECUTIVE ORDER 16 OF 201
954459,3/9/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 1, INTRODUCTION TO PRECINCT GREETER PROGRAM"
954459,3/9/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 2, COMMUNICATION SKILLS"
954459,3/9/2021,CUSTOMER SERVICE PROGRAM: HOW DID WE DO
954459,3/4/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 1, INTRODUCTION TO PRECINCT GREETER PROGRAM"
954459,2/28/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 1, INTRODUCTION TO PRECINCT GREETER PROGRAM"
954459,2/28/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 2, COMMUNICATION SKILLS"
954459,2/28/2021,CUSTOMER SERVICE PROGRAM: HOW DID WE DO
954459,2/2/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 1, INTRODUCTION TO PRECINCT GREETER PROGRAM"
954459,1/22/2021,COVID VACCINE DISTRIBUTION AND EDUCATION
954459,1/22/2021,CUSTOMER SERVICE PROGRAM: HOW DID WE DO
954459,12/27/2020,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - LEAVE TO EXPRESS BREAST MILK
954459,12/4/2020,FTS - ANNUAL CEW RECERTIFICATION
954459,11/12/2020,CLT-PROCEDURAL OPERATIONS
954459,10/28/2020,CLT-PROCEDURAL OPERATIONS
954459,7/21/2020,VICTIM BLAMING AND RELEASE OF INFORMATION TO THE MEDIA
954459,7/1/2020,NEW LAWS AFFECTING POLICE OFFICERS’ CRIMINAL AND CIVIL LIABILITY
954459,6/30/2020,"EQUAL EMPLOYMENT OPPORTUNITY TRAINING - SEXUAL HARASSMENT, AWARENESS AND PREVENTION"
954459,6/24/2020,HEALTH AND WELLNESS SECTION - MODULE 12 - IN THAT DARK PLACE - AN OFFICER'S JOURNEY
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 11 - HEALTH AND RESILIENCY
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 2 - JOB COUNSELING AND STRESS
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 3 - WARNING SIGNS
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 4 - CUMULATIVE TRAUMA
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 5 - GAINING PERSPECTIVE
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 6 - COPING WITH SIGNS OF ANXIETY DEPRESSION
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 7 - LEADING WITH COMPASSION
954459,6/6/2020,"HEALTH AND WELLNESS SECTION - MODULE 8 - WARNING SIGNS, SUPPORT AND OUTREACH"
954459,6/6/2020,HEALTH AND WELLNESS SECTION - MODULE 9 - MANAGING STRESS ON THE JOB
954459,5/27/2020,COVID-19: PREPAREDNESS YOUR FAMILY AND HOME
954459,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 1 - PSYCHOLOGICAL HEALTH AND WELLNESS
954459,5/27/2020,HEALTH AND WELLNESS SECTION - MODULE 10 - SEEKING AND RECEIVING MENTAL HEALTH SUPPORT
954459,5/13/2020,COVID-19: PREPAREDENESS
954459,5/13/2020,COVID-19: PROTECTIVE MASKS
954459,5/4/2020,SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM -DANGERS OF THE PLATFORM EDGE
954459,3/4/2020,CLT-DOCUMENTATION AND FORMS
954459,3/4/2020,CLT-PROCEDURAL OPERATIONS
954459,2/27/2020,UTILIZING BALLISTIC PROTECTION IN DEPARTMENT VEHICLES (4:09)
954459,2/17/2020,CRIMINAL JUSTICE BUREAU - GIGLIO MATERIAL DISCLOSURES UNDER THE NEW DISCOVERY LAWS
954459,2/1/2020,SAFEGUARDING HOSPITALIZED PRISONERS
954459,1/21/2020,PROCESSING DISCOVERY MATERIAL IN THE FORMS ARREST FOLDER
954459,1/7/2020,CROSSFIRE MITIGATION DURING CLOSE COMBAT INCIDENTS - PART 2
954459,12/11/2019,2019-20 IN-SERVICE CYCLE - CRITICAL INCIDENT TACTICS AND DEVELOPING EFFECTIVE LEADERSHIP SKILLS
954459,12/10/2019,CROSSFIRE MITIGATION DURING CLOSE COMBAT INCIDENTS
954459,12/6/2019,CLT-DOCUMENTATION AND FORMS
954459,12/3/2019,CJB - DESK APPEARANCE TICKETS: THE NEW LAWS AND GUIDELINES FOR PROCESSING DATS
954459,12/3/2019,CJB - OVERVIEW OF THE NEW DISCOVERY LAWS
954459,12/3/2019,INCREASE OFFICER SAFETY DURING VEHICLE STOPS
954459,12/3/2019,PRISONER ESCAPE WARNING SIGNS
954459,12/3/2019,RESPONDING TO COMMERCIAL ROBBERIES PART LL - MODULE 1 AND MODULE 2
954459,12/3/2019,SUCCESSFULLY DISARMING AN EMOTIONALLY DISTURBED PERSON
954459,11/25/2019,ACTIVITY LOG FOR IPHONE
954459,11/19/2019,CLT-SPECIAL POPULATIONS
954459,11/13/2019,DISCHARGING YOUR FIREARM AT A MOVING THREAT
954459,10/26/2019,CLT-PROCEDURAL OPERATIONS
954459,10/13/2019,CRIMINAL JUSTICE BUREAU - DNA TRAINING VIDEO
954459,10/13/2019,CRITICAL DECISION MAKING MODEL
954459,10/13/2019,FORCE POLICY UPDATE VIDEO
954459,10/11/2019,CLT-DOCUMENTATION AND FORMS
954459,9/26/2019,MARIJUANA POLICY UPDATE
954459,9/19/2019,FTS - ANNUAL CEW RECERTIFICATION
954459,9/17/2019,SERGEANTS DEVELOPMENT COURSE
954459,9/7/2019,DOMESTIC VIOLENCE EDUCATION AND COUNSELING
954459,9/5/2019,CLT-SPECIAL POPULATIONS
954459,9/3/2019,SHIELD OF RESILIENCE TRAINING COURSE
954459,8/30/2019,CLT-ENFORCEMENT ACTIONS
954459,8/28/2019,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH
954459,8/15/2019,CLT-PROCEDURAL OPERATIONS
954459,8/14/2019,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH
954459,8/9/2019,CLT-LEGAL ISSUES
954459,8/6/2019,RESPONDING TO COMMERCIAL ROBBERIES
954459,7/31/2019,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,7/17/2019,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH
954459,7/15/2019,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,7/11/2019,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,7/9/2019,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,7/9/2019,COLLABORATIVE POLICING - MEDIATION REFERRAL PROGRAM FOR NON-CRIMINAL COMPLAINTS
954459,7/9/2019,RESPONDING TO PEOPLE IN CRISIS – MODULE 4: USING DEPARTMENT MOBILE DIGITAL DEVICES
954459,7/9/2019,TRANSIT BUREAU - SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM
954459,7/9/2019,TRANSIT BUREAU - SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM - PART 2
954459,7/9/2019,TRANSIT BUREAU - TIMELY RESUMPTION OF SERVICE IN NYC TRANSIT
954459,7/5/2019,EQUAL EMPLOYMENT OPPORTUNITY TRAINING FOR UNIFORM SUPERVISORS
954459,6/24/2019,TACTICAL LEADERSHIP
954459,6/22/2019,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH
954459,6/10/2019,SERGEANT BASIC LEADERSHIP COMPUTER COURSE
954459,6/7/2019,DYNAMICS 311 - THE NEW 311
954459,5/22/2019,COLLABORATIVE POLICING - THE DEAF AND HARD OF HEARING COMMUNITY
954459,5/8/2019,CLT-ENFORCEMENT ACTIONS
954459,5/1/2019,CLT-DOCUMENTATION AND FORMS
954459,4/27/2019,RESPONDING TO PEOPLE IN CRISIS - MODULES 2 AND 3: ACTIVE LISTENING PARTS 1 AND 2
954459,4/19/2019,CLT-INFORMATION TECHNOLOGY
954459,4/11/2019,CLT-DOCUMENTATION AND FORMS
954459,4/10/2019,CLT-INFORMATION TECHNOLOGY
954459,4/6/2019,CLT-DOCUMENTATION AND FORMS
954459,4/4/2019,CLT-INFORMATION TECHNOLOGY
954459,4/2/2019,LEGAL BUREAU - PERJURY TRAINING MODULE
954459,3/29/2019,CLT-COMMUNICATION STRATEGIES AND AIDS
954459,3/28/2019,CLT-DOCUMENTATION AND FORMS
954459,3/28/2019,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,3/26/2019,CLT-INFORMATION TECHNOLOGY
954459,3/24/2019,SAFEGUARDING PRISONERS - OFFICER SAFETY GUIDELINES
954459,3/21/2019,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,3/19/2019,CLT-INVESTIGATIONS
954459,3/17/2019,CLT-COUNTERTERRORISM AND INTELLIGENCE
954459,3/13/2019,CLT-PROCEDURAL OPERATIONS
954459,3/13/2019,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,2/26/2019,COLLABORATIVE POLICING - ELDER ABUSE
954459,2/20/2019,CLT-ENFORCEMENT ACTIONS
954459,2/14/2019,CLT-PROCEDURAL OPERATIONS
954459,2/5/2019,"SUPPORT SERVICES DIVISION - CLASS ""C"" OPERATOR"
954459,1/18/2019,CLT-PROCEDURAL OPERATIONS
954459,1/16/2019,RESPONDING TO PEOPLE IN CRISIS - MODULE 1: SENDING THE RIGHT SIGNALS
954459,1/14/2019,PATROL DOOR BAG - ROPE AND WEDGE INTRODUCTION
954459,1/12/2019,PATROL DOOR BAG - ROPE AND WEDGE INTRODUCTION
954459,1/3/2019,TEXT TO 911 - INTRODUCTION
954459,12/25/2018,CLT-EQUAL EMPLOYMENT OPPORTUNITY
954459,12/21/2018,2017-2019 IN-SERVICE CYCLE-INVESTIGATIVE ENCOUNTERS- BASIC TRAINING WITH SCENARIOS
954459,12/18/2018,CLT-PROCEDURAL OPERATIONS
954459,12/18/2018,EQUAL EMPLOYMENT OPPORTUNITYTRAINING - SEXUAL HARASSMENT AWARENESS AND PREVENTION
954459,12/18/2018,MARIJUANA BURNING ENFORCEMENT POLICY
954459,12/13/2018,CPS FAIR AND IMPARTIAL POLICING - ALL POS AND DETS
954459,12/12/2018,CLT-PROCEDURAL OPERATIONS
954459,12/6/2018,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,12/1/2018,CLT-PROCEDURAL OPERATIONS
954459,11/21/2018,AMERICANS WITH DISABILITIES ACT (ADA)
954459,11/21/2018,CLT-COUNTERTERRORISM AND INTELLIGENCE
954459,11/15/2018,CLT-ENFORCEMENT ACTIONS
954459,11/14/2018,CLT-MEMBER-EMPLOYEE WELLNESS
954459,11/9/2018,FTS - ANNUAL CEW RECERTIFICATION
954459,10/31/2018,CLT-SPECIAL POPULATIONS
954459,10/23/2018,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH
954459,10/20/2018,CLT-INFORMATION TECHNOLOGY
954459,10/19/2018,CLT-PROCEDURAL OPERATIONS
954459,10/18/2018,CPS BODY-WORN CAMERA TRAINING WITH SCENARIOS
954459,10/17/2018,RESPONDING TO PEOPLE IN CRISIS-INTRODUCTION TO CIT VIDEO SERIES
954459,10/11/2018,CLT-PROCEDURAL OPERATIONS
954459,10/10/2018,CLT-PROCEDURAL OPERATIONS
954459,10/9/2018,CLT-DOCUMENTATION AND FORMS
954459,10/8/2018,CLT-DOCUMENTATION AND FORMS
954459,10/3/2018,TACTICAL AWARENESS-SMARTPHONE SAFETY
954459,9/28/2018,NYC RIGHT TO KNOW ACT LEGISLATION - PART 2
954459,9/28/2018,NYC RIGHT TO KNOW ACT LEGISLATION – PART 1
954459,9/21/2018,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
954459,9/19/2018,CLT-PROCEDURAL OPERATIONS
954459,9/14/2018,CLT-MEMBER-EMPLOYEE WELLNESS
954459,9/12/2018,CLT-PROCEDURAL OPERATIONS
954459,9/11/2018,CLT-ENFORCEMENT ACTIONS
954459,9/8/2018,CLT-PROCEDURAL OPERATIONS
954459,9/7/2018,CLT-ENFORCEMENT ACTIONS
954459,9/7/2018,CLT-LEGAL ISSUES
954459,9/7/2018,CLT-PROCEDURAL OPERATIONS
954459,9/6/2018,CLT-ENFORCEMENT ACTIONS
954459,9/5/2018,CLT-PROCEDURAL OPERATIONS
954459,9/4/2018,CLT-PROCEDURAL OPERATIONS
954459,9/4/2018,RAISE THE AGE
954459,8/31/2018,CLT-ENFORCEMENT ACTIONS
954459,8/31/2018,CLT-LEGAL ISSUES
954459,8/29/2018,CLT-ENFORCEMENT ACTIONS
954459,8/23/2018,CLT-LEGAL ISSUES
954459,7/10/2018,2017-2019 IN-SERVICE CYCLE-INTEGRATED TACTICS
954459,6/12/2018,FTS - CEW X26P HOLSTER TRAINING AND DISTRIBUTION
954459,5/15/2018,COMMUNICATIONS- THE PROPER USAGE OF THE IDA RADIO CODES
954459,5/2/2018,ADVANCED TACTICAL FIREARMS TRAINING COURSE
954459,2/18/2018,LEGAL BUREAU PERFORMANCE METRICS - PROHIBITED CONDUCT
954459,2/7/2018,1PP IPHONE TRAINING AND DISTRIBUTION
954459,1/14/2018,FORCE POLICY REVISION-VIDEO-PG 221-UNIT TRAINING MAY 2016
954459,1/14/2018,INVESTIGATIVE ENCOUNTERS-VIDEO #3 TERRY STOPS AND REASONABLE SUSPICION-UNIT TRAINING JUNE 2016
954459,1/14/2018,NEW PERFORMANCE EVALUATION PROCESS
954459,1/14/2018,TACTICAL AWARENESS OF EXCITED DELIRIUM SYNDROME
954459,1/3/2018,TACTICAL AWARENESS- BALLISTIC VEST
954459,1/2/2018,CLT-EQUAL EMPLOYMENT OPPORTUNITY
954459,1/1/2018,COLLABORATIVE POLICING- FOREIGN LANGUAGE CERTIFICATION VIDEO
954459,12/20/2017,INFORMATION SECURITY AWARENESS TRAINING
954459,11/28/2017,"CPS INTERIOR PATROL OF HOUSING AUTHORITY BUILDINGS, PG 212-60 ROLL CALL VIDEO 1"
954459,11/28/2017,"CPS INTERIOR PATROL OF HOUSING AUTHORITY BUILDINGS, PG 212-60 ROLL CALL VIDEO 2"
954459,11/28/2017,CPS INTERIOR PATROL TRESPASS AFFIDAVIT PROGRAM (TAP) VIDEO 1
954459,11/28/2017,CPS INTERIOR PATROL TRESPASS AFFIDAVIT PROGRAM (TAP) VIDEO 2
954459,10/27/2017,NYPD CREDIBLE LEADERSHIP INITIATIVE COURSE
954459,10/26/2017,NYPD CREDIBLE LEADERSHIP INITIATIVE- DAY 3- THURSDAY
954459,10/24/2017,NYPD CREDIBLE LEADERSHIP INITIATIVE- DAY 2- TUESDAY
954459,10/15/2017,NARCAN NASAL SPRAY TRAINING
954459,10/4/2017,COLLABORATIVE POLICING- ACCESSING TELEPHONIC INTERPRETERS VIA LANGUAGE LINE
954459,9/21/2017,FTS - ANNUAL CEW RECERTIFICATION
954459,9/7/2017,PATROL- POLYCARBONATE SHIELD
954459,8/22/2017,POLICE COMMISSIONERS MESSAGE - VICTIMS OF SEXUAL ASSAULT VIDEO
954459,8/13/2017,PERSONNEL BUREAU NYPD EMPLOYEE ASSISTANCE UNIT (EAU)
954459,8/3/2017,PLAIN CLOTHES TRAINING CERTIFIED BASIC PLAIN-CLOTHES COURSE
954459,5/23/2017,CRIMINAL JUSTICE REFORM ACT ROLL CALL TRAINING PART 1
954459,5/23/2017,CRIMINAL JUSTICE REFORM ACT ROLL CALL TRAINING PART 2
954459,5/8/2017,EQUAL EMPLOYMENT OPPORTUNITY TRANSGENDER DIVERSITY AND INCLUSION:EXECUTIVE ORDER 16
954459,4/11/2017,PUBLIC CONTACT AND CONSENT TO SEARCH (RIGHT TO KNOW) - UNIT TRAINING AUGUST 2016
954459,3/9/2017,FORCE POLICY REVISION-VIDEO-PG 221-UNIT TRAINING MAY 2016
954459,11/29/2016,2016-17 INSERVICE CYCLE-PHYSICAL TACTICS
954459,11/1/2016,X26P TRANSITION COURSE FOR CURRENT X26 END-USER TRAINING
954459,10/24/2016,ALERRT-ACTIVE SHOOTER LEVEL I (CTD)
954459,10/24/2016,FUNDAMENTALS OF AUTO THEFT INVESTIGATION
954459,10/13/2016,TINT-METER OPERATION TINTED WINDOW VIOLATIONS
954459,8/3/2016,INVESTIGATIVE ENCOUNTERS-VIDEO #3 TERRY STOPS AND REASONABLE SUSPICION-UNIT TRAINING JUNE 2016
954459,8/3/2016,INVESTIGATIVE ENCOUNTERS-VIDEO #4 DOCUMENTATION AND SUPERVISION-UNIT TRAINING JULY 2016
954459,6/7/2016,INVESTIGATIVE ENCOUNTERS-VIDEO #2 COMMON LAW RIGHT OF INQUIRY-UNIT TRAINING MAY 2016
954459,4/26/2016,FTS - CEW END USER CERT
954459,4/6/2016,BATON
