taxid,rank,date,shield_no
954896,DETECTIVE,8/25/2023,4213
934971,POLICE OFFICER,7/1/2004,7435
934971,DETECTIVE,1/28/2011,5747
966086,POLICE OFFICER,7/2/2018,10825
966086,DETECTIVE,8/30/2024,5788
950539,POLICE OFFICER,7/6/2011,6840
971457,POLICE OFFICER,4/28/2021,19904
932751,POLICE OFFICER,7/1/2003,474
932751,POLICE OFFICER,8/20/2004,169
932751,DETECTIVE,11/24/2020,4873
971458,POLICE OFFICER,4/28/2021,14876
956705,POLICE OFFICER,7/9/2014,11825
972674,POLICE OFFICER,10/12/2021,762
950540,POLICE OFFICER,7/6/2011,24876
955964,POLICE OFFICER,1/8/2014,14308
941857,POLICE OFFICER,7/10/2006,1770
941857,SERGEANT,9/5/2014,3142
962452,POLICE OFFICER,10/11/2016,21429
932755,POLICE OFFICER,7/1/2003,3243
932755,SERGEANT,11/23/2010,3944
932755,LIEUTENANT,8/29/2013,
932755,LT DET COMMANDER,12/22/2017,
963060,POLICE OFFICER,1/4/2017,25398
958659,POLICE OFFICER,7/8/2015,18879
967238,POLICE OFFICER,1/3/2019,23620
940223,POLICE OFFICER,1/9/2006,1562
940223,DETECTIVE,12/22/2017,3965
934974,POLICE OFFICER,7/1/2004,22107
974893,POLICE OFFICER,7/13/2022,19834
974893,POLICE OFFICER,12/2/2022,3084
975508,POLICE OFFICER,10/19/2022,22947
971977,POLICE OFFICER,7/7/2021,23279
976168,POLICE OFFICER,1/17/2023,3302
948215,POLICE OFFICER,7/14/2009,26796
977930,POLICE OFFICER,10/25/2023,8796
956706,POLICE OFFICER,7/9/2014,5447
956706,DETECTIVE,2/9/2022,1389
956706,POLICE OFFICER,11/1/2022,5447
977931,POLICE OFFICER,10/25/2023,16141
974157,POLICE OFFICER,4/13/2022,6429
974154,POLICE OFFICER,4/13/2022,2768
958660,POLICE OFFICER,7/8/2015,18426
974155,POLICE OFFICER,4/13/2022,4048
979197,POLICE OFFICER,4/24/2024,4004
948481,POLICE OFFICER,1/11/2010,7996
948481,DETECTIVE,7/21/2017,1816
948481,SERGEANT,7/28/2017,3562
948481,LIEUTENANT,2/28/2025,
951796,POLICE OFFICER,1/9/2012,6810
962453,POLICE OFFICER,10/11/2016,5549
953935,POLICE OFFICER,1/9/2013,12555
953935,DETECTIVE,4/30/2020,4364
953935,SERGEANT,8/25/2023,3628
979905,POLICE OFFICER,7/3/2024,1005
966089,POLICE OFFICER,7/2/2018,12693
971978,POLICE OFFICER,7/7/2021,22244
931706,POLICE OFFICER,7/1/2002,5643
974894,POLICE OFFICER,7/13/2022,20831
963558,POLICE OFFICER,4/12/2017,13672
974156,POLICE OFFICER,4/13/2022,5589
923917,POLICE OFFICER,7/7/1999,12367
923917,SERGEANT,1/26/2007,4096
923917,LIEUTENANT,6/10/2021,
923917,LT SPECIAL ASSIGN,8/25/2023,
940224,POLICE OFFICER,1/9/2006,14293
940224,DETECTIVE,6/26/2015,4374
965737,POLICE OFFICER,4/25/2018,3121
963559,POLICE OFFICER,4/12/2017,6014
979906,POLICE OFFICER,7/3/2024,17122
953936,POLICE OFFICER,1/9/2013,25602
953936,DETECTIVE,11/24/2020,4893
953936,SERGEANT,9/3/2021,2096
967910,POLICE OFFICER,7/1/2019,20633
980574,POLICE OFFICER,10/30/2024,27407
963809,POLICE OFFICER,4/12/2017,8891
969759,POLICE OFFICER,11/2/2020,22996
936712,POLICE OFFICER,1/10/2005,29099
948039,POLICE OFFICER,1/14/2009,1640
948039,SERGEANT,2/24/2017,1567
934976,POLICE OFFICER,7/1/2004,16349
934976,DETECTIVE,8/31/2015,2842
934976,DETECTIVE,10/3/2024,2824
976687,POLICE OFFICER,4/26/2023,21998
952814,POLICE OFFICER,7/11/2012,4959
950542,POLICE OFFICER,7/6/2011,27975
951797,POLICE OFFICER,1/9/2012,18309
951797,DETECTIVE,10/30/2019,2619
951797,SERGEANT,1/29/2021,4762
943330,POLICE OFFICER,1/10/2007,13729
943330,SERGEANT,1/30/2018,4009
964032,POLICE OFFICER,7/5/2017,25527
960625,POLICE OFFICER,1/6/2016,11117
960626,POLICE OFFICER,1/6/2016,13815
971459,POLICE OFFICER,4/28/2021,2555
947052,POLICE OFFICER,7/8/2008,13854
941860,POLICE OFFICER,7/10/2006,8389
958661,POLICE OFFICER,7/8/2015,6435
958661,DETECTIVE,11/27/2024,3215
967534,POLICE OFFICER,4/15/2019,15233
960627,POLICE OFFICER,1/6/2016,14620
959677,POLICE OFFICER,10/7/2015,21963
972675,POLICE OFFICER,10/12/2021,3916
966090,POLICE OFFICER,7/2/2018,3359
960628,POLICE OFFICER,1/6/2016,9774
958662,POLICE OFFICER,7/8/2015,18881
979198,POLICE OFFICER,4/24/2024,4713
953938,POLICE OFFICER,1/9/2013,6737
965738,POLICE OFFICER,4/25/2018,11692
964538,POLICE OFFICER,10/18/2017,16393
957647,POLICE OFFICER,1/7/2015,15654
930285,POLICE OFFICER,7/1/2002,19613
930285,SERGEANT,8/30/2016,489
941217,POLICE OFFICER,7/10/2006,25598
949068,POLICE OFFICER,7/6/2010,11819
949068,DETECTIVE,12/21/2021,5101
949068,SERGEANT,9/30/2022,3441
941861,POLICE OFFICER,7/10/2006,24552
941861,SERGEANT,6/30/2017,2954
957648,POLICE OFFICER,1/7/2015,8247
940225,POLICE OFFICER,1/9/2006,20705
940225,SERGEANT,8/31/2015,4940
921406,POLICE OFFICER,7/1/1998,19574
921406,DETECTIVE,10/29/2004,431
948268,POLICE OFFICER,7/14/2009,26256
948268,SERGEANT,2/9/2022,3301
941862,POLICE OFFICER,7/10/2006,3542
941862,DETECTIVE,3/1/2013,373
941862,DETECTIVE,2/28/2014,984
941862,SERGEANT,6/26/2015,5358
941862,LIEUTENANT,9/28/2018,
941862,LT DET COMMANDER,7/31/2024,
932756,POLICE OFFICER,7/1/2003,1516
932756,SERGEANT,10/30/2019,1585
932756,SERGEANT,12/30/2021,1592
950543,POLICE OFFICER,7/6/2011,6847
950543,DETECTIVE,11/21/2023,6051
966609,POLICE OFFICER,10/24/2018,15765
978915,POLICE OFFICER,1/17/2024,16313
932757,POLICE OFFICER,7/1/2003,856
932757,POLICE OFFICER,1/18/2008,2587
968463,POLICE OFFICER,10/7/2019,25638
954898,POLICE OFFICER,7/9/2013,19106
954898,SERGEANT,9/3/2021,2126
954898,SERGEANT,10/4/2021,1634
961527,POLICE OFFICER,4/6/2016,7308
934977,POLICE OFFICER,7/1/2004,17644
934977,DETECTIVE,10/25/2013,2267
967098,POLICE OFFICER,1/3/2019,24510
948216,POLICE OFFICER,7/14/2009,26562
948216,SERGEANT,6/30/2017,2967
979199,POLICE OFFICER,4/24/2024,10726
972676,POLICE OFFICER,10/12/2021,4247
974895,POLICE OFFICER,7/13/2022,27346
941866,POLICE OFFICER,7/10/2006,27615
968464,POLICE OFFICER,10/7/2019,10835
975509,POLICE OFFICER,10/19/2022,20897
976688,POLICE OFFICER,4/26/2023,17174
974158,POLICE OFFICER,4/13/2022,7007
